Class,Class_fullname,Approach,Response_model_form,Response_model_index,Response_model_goal,Response_model_detail,Approach2,Approach3,Stringency,Indicator_Type,Indicator,Threshold_value,Flag
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H Wadeable streams,Low,Biostimulatory,Chl-a,68.2,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.92,"Additive model, 50% probability of attanining CSCI score above 0.92.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,High,Biostimulatory,Chl-a,10.2,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.79,"Additive model, 50% probability of attanining CSCI score above 0.79.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,Intermediate,Biostimulatory,Chl-a,51.1,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.63,"Additive model, 50% probability of attanining CSCI score above 0.63.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,Low,Biostimulatory,Chl-a,160.1,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,High,Biostimulatory,Chl-a,5.2,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,Intermediate,Biostimulatory,Chl-a,21.4,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,Low,Biostimulatory,Chl-a,57.8,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,High,Biostimulatory,Chl-a,18.4,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,Intermediate,Biostimulatory,Chl-a,53.4,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,Low,Biostimulatory,Chl-a,92.8,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,High,Biostimulatory,Chl-a,11.2,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,Intermediate,Biostimulatory,Chl-a,41.9,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,Low,Biostimulatory,Chl-a,76.4,
CVF,Central Valley Floor,Response,SCAM,ASCI_D,1.13,"Additive model, 50% probability of attanining ASCI_D score above 1.13.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_D,1.02,"Additive model, 50% probability of attanining ASCI_D score above 1.02.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,Intermediate,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_D,0.92,"Additive model, 50% probability of attanining ASCI_D score above 0.92.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,Low,Biostimulatory,Chl-a,1.2,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,1.05,"Additive model, 50% probability of attanining ASCI_H score above 1.05.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,Intermediate,Biostimulatory,Chl-a,2.4,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,0.8,"Additive model, 50% probability of attanining ASCI_H score above 0.8.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,Low,Biostimulatory,Chl-a,45.0,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI CVF,High,Biostimulatory,Chl-a,30.0,
CVF,Central Valley Floor,Response,SCAM,CSCI,0.67,"Additive model, 50% probability of attanining CSCI score above 0.67.",Response SCAM CSCI,Response (SCAM) CSCI CVF,Intermediate,Biostimulatory,Chl-a,116.2,
CVF,Central Valley Floor,Response,SCAM,CSCI,0.52,"Additive model, 50% probability of attanining CSCI score above 0.52.",Response SCAM CSCI,Response (SCAM) CSCI CVF,Low,Biostimulatory,Chl-a,NA,No threshold identified
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,High,Biostimulatory,Chl-a,0.9,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,Intermediate,Biostimulatory,Chl-a,2.9,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,Low,Biostimulatory,Chl-a,8.8,
HB,Hard bottom,Response,SCAM,ASCI_D,1.05,"Additive model, 50% probability of attanining ASCI_D score above 1.05.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_D,0.88,"Additive model, 50% probability of attanining ASCI_D score above 0.88.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,Intermediate,Biostimulatory,Chl-a,13.2,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_D,0.74,"Additive model, 50% probability of attanining ASCI_D score above 0.74.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,Low,Biostimulatory,Chl-a,70.3,
HB,Hard bottom,Response,SCAM,ASCI_H,1.02,"Additive model, 50% probability of attanining ASCI_H score above 1.02.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_H,0.87,"Additive model, 50% probability of attanining ASCI_H score above 0.87.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,Intermediate,Biostimulatory,Chl-a,21.3,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_H,0.74,"Additive model, 50% probability of attanining ASCI_H score above 0.74.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,Low,Biostimulatory,Chl-a,73.9,
HB,Hard bottom,Response,SCAM,CSCI,0.74,"Additive model, 50% probability of attanining CSCI score above 0.74.",Response SCAM CSCI,Response (SCAM) CSCI HB,High,Biostimulatory,Chl-a,72.7,
HB,Hard bottom,Response,SCAM,CSCI,0.67,"Additive model, 50% probability of attanining CSCI score above 0.67.",Response SCAM CSCI,Response (SCAM) CSCI HB,Intermediate,Biostimulatory,Chl-a,116.2,
HB,Hard bottom,Response,SCAM,CSCI,0.55,"Additive model, 50% probability of attanining CSCI score above 0.55.",Response SCAM CSCI,Response (SCAM) CSCI HB,Low,Biostimulatory,Chl-a,NA,No threshold identified
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,High,Biostimulatory,Chl-a,1.5,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,Intermediate,Biostimulatory,Chl-a,5.3,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,Low,Biostimulatory,Chl-a,9.1,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.93,"Additive model, 50% probability of attanining ASCI_D score above 0.93.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,High,Biostimulatory,Chl-a,NA,No threshold identified
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.77,"Additive model, 50% probability of attanining ASCI_D score above 0.77.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,Intermediate,Biostimulatory,Chl-a,55.0,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.64,"Additive model, 50% probability of attanining ASCI_D score above 0.64.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,Low,Biostimulatory,Chl-a,166.1,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.88,"Additive model, 50% probability of attanining ASCI_H score above 0.88.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,High,Biostimulatory,Chl-a,18.3,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.76,"Additive model, 50% probability of attanining ASCI_H score above 0.76.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,Intermediate,Biostimulatory,Chl-a,63.1,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.6,"Additive model, 50% probability of attanining ASCI_H score above 0.6.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,Low,Biostimulatory,Chl-a,NA,No threshold identified
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.96,"Additive model, 50% probability of attanining CSCI score above 0.96.",Response SCAM CSCI,Response (SCAM) CSCI SB2,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.75,"Additive model, 50% probability of attanining CSCI score above 0.75.",Response SCAM CSCI,Response (SCAM) CSCI SB2,Intermediate,Biostimulatory,Chl-a,67.9,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.64,"Additive model, 50% probability of attanining CSCI score above 0.64.",Response SCAM CSCI,Response (SCAM) CSCI SB2,Low,Biostimulatory,Chl-a,146.5,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,High,Biostimulatory,Chl-a,0.6,
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,Intermediate,Biostimulatory,Chl-a,3.7,
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,Low,Biostimulatory,Chl-a,8.5,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,1.01,"Additive model, 50% probability of attanining ASCI_D score above 1.01.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,0.85,"Additive model, 50% probability of attanining ASCI_D score above 0.85.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,Intermediate,Biostimulatory,Chl-a,23.1,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,0.68,"Additive model, 50% probability of attanining ASCI_D score above 0.68.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,Low,Biostimulatory,Chl-a,112.6,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.97,"Additive model, 50% probability of attanining ASCI_H score above 0.97.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.86,"Additive model, 50% probability of attanining ASCI_H score above 0.86.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,Intermediate,Biostimulatory,Chl-a,24.3,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.67,"Additive model, 50% probability of attanining ASCI_H score above 0.67.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,Low,Biostimulatory,Chl-a,152.6,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,1.1,"Additive model, 50% probability of attanining CSCI score above 1.1.",Response SCAM CSCI,Response (SCAM) CSCI SB1,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,1,"Additive model, 50% probability of attanining CSCI score above 1.",Response SCAM CSCI,Response (SCAM) CSCI SB1,Intermediate,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,0.81,"Additive model, 50% probability of attanining CSCI score above 0.81.",Response SCAM CSCI,Response (SCAM) CSCI SB1,Low,Biostimulatory,Chl-a,43.5,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,High,Biostimulatory,Chl-a,0.2,
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,Intermediate,Biostimulatory,Chl-a,3.0,
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,Low,Biostimulatory,Chl-a,12.1,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,1.01,"Additive model, 50% probability of attanining ASCI_D score above 1.01.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,0.77,"Additive model, 50% probability of attanining ASCI_D score above 0.77.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,Intermediate,Biostimulatory,Chl-a,55.0,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,0.68,"Additive model, 50% probability of attanining ASCI_D score above 0.68.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,Low,Biostimulatory,Chl-a,112.6,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,High,Biostimulatory,Chl-a,2.4,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.79,"Additive model, 50% probability of attanining ASCI_H score above 0.79.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,Intermediate,Biostimulatory,Chl-a,49.2,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.64,"Additive model, 50% probability of attanining ASCI_H score above 0.64.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,Low,Biostimulatory,Chl-a,NA,No threshold identified
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.99,"Additive model, 50% probability of attanining CSCI score above 0.99.",Response SCAM CSCI,Response (SCAM) CSCI SB0,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.78,"Additive model, 50% probability of attanining CSCI score above 0.78.",Response SCAM CSCI,Response (SCAM) CSCI SB0,Intermediate,Biostimulatory,Chl-a,55.0,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.66,"Additive model, 50% probability of attanining CSCI score above 0.66.",Response SCAM CSCI,Response (SCAM) CSCI SB0,Low,Biostimulatory,Chl-a,124.9,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,High,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,Intermediate,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,Low,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,High,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,Intermediate,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,Low,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,High,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,Intermediate,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,Low,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,CSCI,0.53,"Additive model, 50% probability of attanining CSCI score above 0.53.",Response SCAM CSCI,Response (SCAM) CSCI CC,High,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,CSCI,0.45,"Additive model, 50% probability of attanining CSCI score above 0.45.",Response SCAM CSCI,Response (SCAM) CSCI CC,Intermediate,Biostimulatory,Chl-a,NA,Insufficient data
CC,Constructed channel,Response,SCAM,CSCI,0.37,"Additive model, 50% probability of attanining CSCI score above 0.37.",Response SCAM CSCI,Response (SCAM) CSCI CC,Low,Biostimulatory,Chl-a,NA,Insufficient data
Wadeable streams,Wadeable streams,Reference,,,,,Reference,Reference Wadeable streams,High,Biostimulatory,AFDM,0.9,
Wadeable streams,Wadeable streams,Reference,,,,,Reference,Reference Wadeable streams,Intermediate,Biostimulatory,AFDM,6.9,
Wadeable streams,Wadeable streams,Reference,,,,,Reference,Reference Wadeable streams,Low,Biostimulatory,AFDM,44.7,
Wadeable streams,Wadeable streams,Response,LR,ASCI_D,0.94,"Logistic model, 80% probability of attanining ASCI_D score above 0.94.",Response LR ASCI_D,Response (LR) ASCI_D Wadeable streams,High,Biostimulatory,AFDM,1.7,
Wadeable streams,Wadeable streams,Response,LR,ASCI_D,0.86,"Logistic model, 80% probability of attanining ASCI_D score above 0.86.",Response LR ASCI_D,Response (LR) ASCI_D Wadeable streams,Intermediate,Biostimulatory,AFDM,2.5,
Wadeable streams,Wadeable streams,Response,LR,ASCI_D,0.75,"Logistic model, 80% probability of attanining ASCI_D score above 0.75.",Response LR ASCI_D,Response (LR) ASCI_D Wadeable streams,Low,Biostimulatory,AFDM,4.2,
Wadeable streams,Wadeable streams,Response,LR,ASCI_H,0.94,"Logistic model, 80% probability of attanining ASCI_H score above 0.94.",Response LR ASCI_H,Response (LR) ASCI_H Wadeable streams,High,Biostimulatory,AFDM,2.0,
Wadeable streams,Wadeable streams,Response,LR,ASCI_H,0.86,"Logistic model, 80% probability of attanining ASCI_H score above 0.86.",Response LR ASCI_H,Response (LR) ASCI_H Wadeable streams,Intermediate,Biostimulatory,AFDM,2.5,
Wadeable streams,Wadeable streams,Response,LR,ASCI_H,0.75,"Logistic model, 80% probability of attanining ASCI_H score above 0.75.",Response LR ASCI_H,Response (LR) ASCI_H Wadeable streams,Low,Biostimulatory,AFDM,4.6,
Wadeable streams,Wadeable streams,Response,LR,CSCI,0.92,"Logistic model, 80% probability of attanining CSCI score above 0.92.",Response LR CSCI,Response (LR) CSCI Wadeable streams,High,Biostimulatory,AFDM,2.6,
Wadeable streams,Wadeable streams,Response,LR,CSCI,0.79,"Logistic model, 80% probability of attanining CSCI score above 0.79.",Response LR CSCI,Response (LR) CSCI Wadeable streams,Intermediate,Biostimulatory,AFDM,4.1,
Wadeable streams,Wadeable streams,Response,LR,CSCI,0.63,"Logistic model, 80% probability of attanining CSCI score above 0.63.",Response LR CSCI,Response (LR) CSCI Wadeable streams,Low,Biostimulatory,AFDM,6.8,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_D,0.94,"Additive model, 50% probability of attanining ASCI_D score above 0.94.",Response SCAM ASCI_D,Response (SCAM) ASCI_D Wadeable streams,High,Biostimulatory,AFDM,NA,No threshold identified
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_D,0.86,"Additive model, 50% probability of attanining ASCI_D score above 0.86.",Response SCAM ASCI_D,Response (SCAM) ASCI_D Wadeable streams,Intermediate,Biostimulatory,AFDM,1.5,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_D,0.75,"Additive model, 50% probability of attanining ASCI_D score above 0.75.",Response SCAM ASCI_D,Response (SCAM) ASCI_D Wadeable streams,Low,Biostimulatory,AFDM,4.8,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H Wadeable streams,High,Biostimulatory,AFDM,0.2,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_H,0.86,"Additive model, 50% probability of attanining ASCI_H score above 0.86.",Response SCAM ASCI_H,Response (SCAM) ASCI_H Wadeable streams,Intermediate,Biostimulatory,AFDM,1.7,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H Wadeable streams,Low,Biostimulatory,AFDM,5.0,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.92,"Additive model, 50% probability of attanining CSCI score above 0.92.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,High,Biostimulatory,AFDM,0.8,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.79,"Additive model, 50% probability of attanining CSCI score above 0.79.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,Intermediate,Biostimulatory,AFDM,3.8,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.63,"Additive model, 50% probability of attanining CSCI score above 0.63.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,Low,Biostimulatory,AFDM,19.7,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,High,Biostimulatory,AFDM,17.2,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,Intermediate,Biostimulatory,AFDM,32.0,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,Low,Biostimulatory,AFDM,109.3,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,High,Biostimulatory,AFDM,48.1,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,Intermediate,Biostimulatory,AFDM,62.9,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,Low,Biostimulatory,AFDM,121.9,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,High,Biostimulatory,AFDM,20.8,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,Intermediate,Biostimulatory,AFDM,43.4,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,Low,Biostimulatory,AFDM,92.4,
CVF,Central Valley Floor,Response,SCAM,ASCI_D,1.13,"Additive model, 50% probability of attanining ASCI_D score above 1.13.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_D,1.02,"Additive model, 50% probability of attanining ASCI_D score above 1.02.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,Intermediate,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_D,0.92,"Additive model, 50% probability of attanining ASCI_D score above 0.92.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,Low,Biostimulatory,AFDM,0.2,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,1.05,"Additive model, 50% probability of attanining ASCI_H score above 1.05.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,Intermediate,Biostimulatory,AFDM,0.4,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,0.8,"Additive model, 50% probability of attanining ASCI_H score above 0.8.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,Low,Biostimulatory,AFDM,3.1,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI CVF,High,Biostimulatory,AFDM,2.1,
CVF,Central Valley Floor,Response,SCAM,CSCI,0.67,"Additive model, 50% probability of attanining CSCI score above 0.67.",Response SCAM CSCI,Response (SCAM) CSCI CVF,Intermediate,Biostimulatory,AFDM,13.9,
CVF,Central Valley Floor,Response,SCAM,CSCI,0.52,"Additive model, 50% probability of attanining CSCI score above 0.52.",Response SCAM CSCI,Response (SCAM) CSCI CVF,Low,Biostimulatory,AFDM,34.8,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,High,Biostimulatory,AFDM,0.7,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,Intermediate,Biostimulatory,AFDM,2.2,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,Low,Biostimulatory,AFDM,4.4,
HB,Hard bottom,Response,SCAM,ASCI_D,1.05,"Additive model, 50% probability of attanining ASCI_D score above 1.05.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_D,0.88,"Additive model, 50% probability of attanining ASCI_D score above 0.88.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,Intermediate,Biostimulatory,AFDM,1.1,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_D,0.74,"Additive model, 50% probability of attanining ASCI_D score above 0.74.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,Low,Biostimulatory,AFDM,5.2,
HB,Hard bottom,Response,SCAM,ASCI_H,1.02,"Additive model, 50% probability of attanining ASCI_H score above 1.02.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_H,0.87,"Additive model, 50% probability of attanining ASCI_H score above 0.87.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,Intermediate,Biostimulatory,AFDM,1.5,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_H,0.74,"Additive model, 50% probability of attanining ASCI_H score above 0.74.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,Low,Biostimulatory,AFDM,5.6,
HB,Hard bottom,Response,SCAM,CSCI,0.74,"Additive model, 50% probability of attanining CSCI score above 0.74.",Response SCAM CSCI,Response (SCAM) CSCI HB,High,Biostimulatory,AFDM,6.2,
HB,Hard bottom,Response,SCAM,CSCI,0.67,"Additive model, 50% probability of attanining CSCI score above 0.67.",Response SCAM CSCI,Response (SCAM) CSCI HB,Intermediate,Biostimulatory,AFDM,13.9,
